benchmark,category,variant,size,time_1
lmsfir1,utdsp,polly-parallel-vectorizer,EXTRALARGE,0.10296
lmsfir1,utdsp,gcc,EXTRALARGE,0.102058
lmsfir2,utdsp,clang,EXTRALARGE,0.092736
lmsfir2,utdsp,polly,EXTRALARGE,0.09249
lmsfir2,utdsp,polly-parallel,EXTRALARGE,0.092483
lmsfir2,utdsp,polly-vectorizer,EXTRALARGE,0.092642
lmsfir2,utdsp,polly-parallel-vectorizer,EXTRALARGE,0.092469
lmsfir2,utdsp,gcc,EXTRALARGE,0.093314
mult_big,utdsp,clang,EXTRALARGE,1.491287
mult_big,utdsp,polly,EXTRALARGE,0.179418
mult_big,utdsp,polly-parallel,EXTRALARGE,0.178433
mult_big,utdsp,polly-vectorizer,EXTRALARGE,0.17405
mult_big,utdsp,polly-parallel-vectorizer,EXTRALARGE,0.188679
mult_big,utdsp,gcc,EXTRALARGE,0.993947
matmul_ll,llama,clang,EXTRALARGE,0.005054
matmul_ll,llama,polly,EXTRALARGE,0.003563
matmul_ll,llama,polly-parallel,EXTRALARGE,0.001899
matmul_ll,llama,polly-vectorizer,EXTRALARGE,0.002547
matmul_ll,llama,polly-parallel-vectorizer,EXTRALARGE,0.001885
matmul_ll,llama,gcc,EXTRALARGE,0.004958
rmsnorm_part1,llama,clang,EXTRALARGE,0.091925
rmsnorm_part1,llama,polly,EXTRALARGE,0.092028
rmsnorm_part1,llama,polly-parallel,EXTRALARGE,0.092271
rmsnorm_part1,llama,polly-vectorizer,EXTRALARGE,0.091994
rmsnorm_part1,llama,polly-parallel-vectorizer,EXTRALARGE,0.09231
rmsnorm_part1,llama,gcc,EXTRALARGE,0.092483
rmsnorm_part2,llama,clang,EXTRALARGE,0.296517
rmsnorm_part2,llama,polly,EXTRALARGE,0.297002
rmsnorm_part2,llama,polly-parallel,EXTRALARGE,0.295172
rmsnorm_part2,llama,polly-vectorizer,EXTRALARGE,0.295512
rmsnorm_part2,llama,polly-parallel-vectorizer,EXTRALARGE,0.297509
rmsnorm_part2,llama,gcc,EXTRALARGE,0.296746
softmax_part1,llama,clang,EXTRALARGE,0.092306
softmax_part1,llama,polly,EXTRALARGE,0.092447
softmax_part1,llama,polly-parallel,EXTRALARGE,0.092429
softmax_part1,llama,polly-vectorizer,EXTRALARGE,0.092441
softmax_part1,llama,polly-parallel-vectorizer,EXTRALARGE,0.092531
softmax_part1,llama,gcc,EXTRALARGE,0.095352
softmax_part2,llama,clang,EXTRALARGE,0.71197
softmax_part2,llama,polly,EXTRALARGE,0.709943
softmax_part2,llama,polly-parallel,EXTRALARGE,0.711019
softmax_part2,llama,polly-vectorizer,EXTRALARGE,0.712368
softmax_part2,llama,polly-parallel-vectorizer,EXTRALARGE,0.711217
softmax_part2,llama,gcc,EXTRALARGE,0.729631
softmax_part3,llama,clang,EXTRALARGE,0.091981
softmax_part3,llama,polly,EXTRALARGE,0.091841
softmax_part3,llama,polly-parallel,EXTRALARGE,0.092121
softmax_part3,llama,polly-vectorizer,EXTRALARGE,0.092131
softmax_part3,llama,polly-parallel-vectorizer,EXTRALARGE,0.092022
softmax_part3,llama,gcc,EXTRALARGE,0.092785
softmax_part4,llama,clang,EXTRALARGE,0.063089
softmax_part4,llama,polly,EXTRALARGE,0.062648
softmax_part4,llama,polly-parallel,EXTRALARGE,0.06245
softmax_part4,llama,polly-vectorizer,EXTRALARGE,0.061964
softmax_part4,llama,polly-parallel-vectorizer,EXTRALARGE,0.062727
softmax_part4,llama,gcc,EXTRALARGE,0.062846
transformer_part3,llama,clang,EXTRALARGE,0.724903
transformer_part3,llama,polly,EXTRALARGE,0.727853
transformer_part3,llama,polly-parallel,EXTRALARGE,0.725816
transformer_part3,llama,polly-vectorizer,EXTRALARGE,0.726591
transformer_part3,llama,polly-parallel-vectorizer,EXTRALARGE,0.724521
transformer_part3,llama,gcc,EXTRALARGE,0.71695
transformer_part4,llama,clang,EXTRALARGE,0.296038
transformer_part4,llama,polly,EXTRALARGE,0.295731
transformer_part4,llama,polly-parallel,EXTRALARGE,0.29677
transformer_part4,llama,polly-vectorizer,EXTRALARGE,0.296542
transformer_part4,llama,polly-parallel-vectorizer,EXTRALARGE,0.300861
transformer_part4,llama,gcc,EXTRALARGE,0.296274
color_burn8,blend,clang,EXTRALARGE,0.185164
color_burn8,blend,polly,EXTRALARGE,0.219128
color_burn8,blend,polly-parallel,EXTRALARGE,0.053579
color_burn8,blend,polly-vectorizer,EXTRALARGE,0.246232
color_burn8,blend,polly-parallel-vectorizer,EXTRALARGE,0.054029
color_burn8,blend,gcc,EXTRALARGE,0.174134
color_dodge8,blend,clang,EXTRALARGE,0.173868
color_dodge8,blend,polly,EXTRALARGE,0.210518
color_dodge8,blend,polly-parallel,EXTRALARGE,0.053738
color_dodge8,blend,polly-vectorizer,EXTRALARGE,0.233709
color_dodge8,blend,polly-parallel-vectorizer,EXTRALARGE,0.053577
color_dodge8,blend,gcc,EXTRALARGE,0.173297
darken_blend8,blend,clang,EXTRALARGE,0.153657
darken_blend8,blend,polly,EXTRALARGE,0.180207
darken_blend8,blend,polly-parallel,EXTRALARGE,0.053025
darken_blend8,blend,polly-vectorizer,EXTRALARGE,0.194637
darken_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.052416
darken_blend8,blend,gcc,EXTRALARGE,0.153918
dissolve_blend8,blend,clang,EXTRALARGE,0.165477
dissolve_blend8,blend,polly,EXTRALARGE,0.165114
dissolve_blend8,blend,polly-parallel,EXTRALARGE,0.166597
dissolve_blend8,blend,polly-vectorizer,EXTRALARGE,0.163859
dissolve_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.164453
dissolve_blend8,blend,gcc,EXTRALARGE,0.155653
lighten_blend8,blend,clang,EXTRALARGE,0.154245
lighten_blend8,blend,polly,EXTRALARGE,0.181468
lighten_blend8,blend,polly-parallel,EXTRALARGE,0.052257
lighten_blend8,blend,polly-vectorizer,EXTRALARGE,0.195852
lighten_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.052433
lighten_blend8,blend,gcc,EXTRALARGE,0.154678
linear_burn8,blend,clang,EXTRALARGE,0.153381
linear_burn8,blend,polly,EXTRALARGE,0.193145
linear_burn8,blend,polly-parallel,EXTRALARGE,0.052603
linear_burn8,blend,polly-vectorizer,EXTRALARGE,0.207507
linear_burn8,blend,polly-parallel-vectorizer,EXTRALARGE,0.052824
linear_burn8,blend,gcc,EXTRALARGE,0.155874
linear_dodge8,blend,clang,EXTRALARGE,0.154467
linear_dodge8,blend,polly,EXTRALARGE,0.180728
linear_dodge8,blend,polly-parallel,EXTRALARGE,0.052368
linear_dodge8,blend,polly-vectorizer,EXTRALARGE,0.204177
linear_dodge8,blend,polly-parallel-vectorizer,EXTRALARGE,0.052695
linear_dodge8,blend,gcc,EXTRALARGE,0.15486
multiply_blend8,blend,clang,EXTRALARGE,0.155652
multiply_blend8,blend,polly,EXTRALARGE,0.190106
multiply_blend8,blend,polly-parallel,EXTRALARGE,0.053132
multiply_blend8,blend,polly-vectorizer,EXTRALARGE,0.228588
multiply_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.052826
multiply_blend8,blend,gcc,EXTRALARGE,0.156622
normal_blend8,blend,clang,EXTRALARGE,0.156708
normal_blend8,blend,polly,EXTRALARGE,0.187462
normal_blend8,blend,polly-parallel,EXTRALARGE,0.053026
normal_blend8,blend,polly-vectorizer,EXTRALARGE,0.242271
normal_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.052772
normal_blend8,blend,gcc,EXTRALARGE,0.158532
overlay_blend8,blend,clang,EXTRALARGE,0.171466
overlay_blend8,blend,polly,EXTRALARGE,0.253829
overlay_blend8,blend,polly-parallel,EXTRALARGE,0.038088
overlay_blend8,blend,polly-vectorizer,EXTRALARGE,0.194278
overlay_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.038085
overlay_blend8,blend,gcc,EXTRALARGE,0.170289
screen_blend8,blend,clang,EXTRALARGE,0.159051
screen_blend8,blend,polly,EXTRALARGE,0.19639
screen_blend8,blend,polly-parallel,EXTRALARGE,0.052552
screen_blend8,blend,polly-vectorizer,EXTRALARGE,0.210989
screen_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.053295
screen_blend8,blend,gcc,EXTRALARGE,0.159042
matadd,dsp,numba,EXTRALARGE,0.3413211249280721
matadd,dsp,numpy,EXTRALARGE,0.7714667969848961
matadd,dsp,torch,EXTRALARGE,0.8310880090575665
matadd,dsp,torch_compiled,EXTRALARGE,0.33841748000122607
matadd,dsp,jax,EXTRALARGE,0.4901267848908901
matinit,dsp,numba,EXTRALARGE,0.2261419950518757
matinit,dsp,numpy,EXTRALARGE,0.51158007979393
matinit,dsp,torch,EXTRALARGE,0.4602195108309388
matinit,dsp,torch_compiled,EXTRALARGE,0.4608390419743955
matinit,dsp,jax,EXTRALARGE,0.3803387121297419
matmul,dsp,numba,EXTRALARGE,19.45987150585279
matmul,dsp,numpy,EXTRALARGE,0.15674801683053374
matmul,dsp,torch,EXTRALARGE,0.19321105210110545
matmul,dsp,torch_compiled,EXTRALARGE,0.2028427659533918
matmul,dsp,jax,EXTRALARGE,0.25618291995488107
matscal,dsp,numba,EXTRALARGE,0.22372019104659557
matscal,dsp,numpy,EXTRALARGE,0.6113972829189152
matscal,dsp,torch,EXTRALARGE,0.6919008227996528
matscal,dsp,torch_compiled,EXTRALARGE,0.20513966702856123
matscal,dsp,jax,EXTRALARGE,0.4192799380980432
matsub,dsp,numba,EXTRALARGE,0.19642345304600894
matsub,dsp,numpy,EXTRALARGE,0.42372175422497094
matsub,dsp,torch,EXTRALARGE,0.4403357810806483
matsub,dsp,torch_compiled,EXTRALARGE,0.1747083910740912
matsub,dsp,jax,EXTRALARGE,0.282980595016852
vadd,dsp,numba,EXTRALARGE,0.11310564796440303
vadd,dsp,numpy,EXTRALARGE,0.23533998895436525
vadd,dsp,torch,EXTRALARGE,0.23606037395074964
vadd,dsp,torch_compiled,EXTRALARGE,0.08842949499376118
vadd,dsp,jax,EXTRALARGE,0.14737218106165528
vcopy,dsp,numba,EXTRALARGE,0.1105585340410471
vcopy,dsp,numpy,EXTRALARGE,0.0908668430056423
vcopy,dsp,torch,EXTRALARGE,0.08620716608129442
vcopy,dsp,torch_compiled,EXTRALARGE,0.08812429592944682
vcopy,dsp,jax,EXTRALARGE,0.4075877850409597
vfill,dsp,numba,EXTRALARGE,0.07970177405513823
vfill,dsp,numpy,EXTRALARGE,0.5897450908087194
vfill,dsp,torch,EXTRALARGE,0.25800114893354475
vfill,dsp,torch_compiled,EXTRALARGE,0.0690399429295212
vfill,dsp,jax,EXTRALARGE,0.11546819098293781
vmul,dsp,numba,EXTRALARGE,0.1427734149619937
vmul,dsp,numpy,EXTRALARGE,0.23599985498003662
vmul,dsp,torch,EXTRALARGE,0.23204003903083503
vmul,dsp,torch_compiled,EXTRALARGE,0.11658652918413281
vmul,dsp,jax,EXTRALARGE,0.1468129309359938
vneg,dsp,numba,EXTRALARGE,0.08086651097983122
vneg,dsp,numpy,EXTRALARGE,0.20439992006868124
vneg,dsp,torch,EXTRALARGE,0.27073702891357243
vneg,dsp,torch_compiled,EXTRALARGE,0.06902991188690066
vneg,dsp,jax,EXTRALARGE,0.12691153306514025
voffset,dsp,numba,EXTRALARGE,0.08108188305050135
voffset,dsp,numpy,EXTRALARGE,0.20369226415641606
voffset,dsp,torch,EXTRALARGE,0.27116591087542474
voffset,dsp,torch_compiled,EXTRALARGE,0.06891359598375857
voffset,dsp,jax,EXTRALARGE,0.12720209802500904
vrecip,dsp,numba,EXTRALARGE,0.14209498697891831
vrecip,dsp,numpy,EXTRALARGE,0.20626994199119508
vrecip,dsp,torch,EXTRALARGE,0.3713083758484572
vrecip,dsp,torch_compiled,EXTRALARGE,0.08550591208040714
vrecip,dsp,jax,EXTRALARGE,0.1293815749231726
vscal,dsp,numba,EXTRALARGE,0.08174007013440132
vscal,dsp,numpy,EXTRALARGE,0.20392295392230153
vscal,dsp,torch,EXTRALARGE,0.269787740893662
vscal,dsp,torch_compiled,EXTRALARGE,0.06880719191394746
vscal,dsp,jax,EXTRALARGE,0.12775417999364436
vsub,dsp,numba,EXTRALARGE,0.14318701601587236
vsub,dsp,numpy,EXTRALARGE,0.2365871430374682
vsub,dsp,torch,EXTRALARGE,0.23312985501252115
vsub,dsp,torch_compiled,EXTRALARGE,0.11663751397281885
vsub,dsp,jax,EXTRALARGE,0.14714353601448238
wvec,dsp,numba,EXTRALARGE,0.14364002598449588
wvec,dsp,numpy,EXTRALARGE,0.28686414402909577
wvec,dsp,torch,EXTRALARGE,0.34620190504938364
wvec,dsp,torch_compiled,EXTRALARGE,0.11665177601389587
wvec,dsp,jax,EXTRALARGE,0.14820263511501253
dot,blas,numba,EXTRALARGE,0.14490726706571877
dot,blas,numpy,EXTRALARGE,0.054334588116034865
dot,blas,torch,EXTRALARGE,0.05942140193656087
dot,blas,torch_compiled,EXTRALARGE,0.0646089508663863
dot,blas,jax,EXTRALARGE,0.14425397897139192
gemv,blas,numba,EXTRALARGE,0.01795519795268774
gemv,blas,numpy,EXTRALARGE,0.0009448369964957237
gemv,blas,torch,EXTRALARGE,0.001061249990016222
gemv,blas,torch_compiled,EXTRALARGE,0.003508589928969741
gemv,blas,jax,EXTRALARGE,0.0014533000066876411
ger,blas,numba,EXTRALARGE,0.005048650782555342
ger,blas,numpy,EXTRALARGE,0.06912978505715728
ger,blas,torch,EXTRALARGE,0.06403879099525511
ger,blas,torch_compiled,EXTRALARGE,0.0026754289865493774
ger,blas,jax,EXTRALARGE,0.005110832862555981
gemm_nn,darknet,numba,EXTRALARGE,4.415492505067959
gemm_nn,darknet,numpy,EXTRALARGE,0.15408610017038882
gemm_nn,darknet,torch,EXTRALARGE,0.21819818089716136
gemm_nn,darknet,torch_compiled,EXTRALARGE,0.21082596899941564
gemm_nn,darknet,jax,EXTRALARGE,0.25922655197791755
gemm_nt,darknet,numba,EXTRALARGE,12.980796512914822
gemm_nt,darknet,numpy,EXTRALARGE,0.14944693609140813
gemm_nt,darknet,torch,EXTRALARGE,0.18981037591584027
gemm_nt,darknet,torch_compiled,EXTRALARGE,0.17496168613433838
gemm_nt,darknet,jax,EXTRALARGE,0.2513040010817349
gemm_tn,darknet,numba,EXTRALARGE,3.5571233481168747
gemm_tn,darknet,numpy,EXTRALARGE,0.12607180303893983
gemm_tn,darknet,torch,EXTRALARGE,0.16799183492548764
gemm_tn,darknet,torch_compiled,EXTRALARGE,0.17056783405132592
gemm_tn,darknet,jax,EXTRALARGE,0.2167614318896085
gemm_tt,darknet,numba,EXTRALARGE,14.68313970696181
gemm_tt,darknet,numpy,EXTRALARGE,0.11627152003347874
gemm_tt,darknet,torch,EXTRALARGE,0.2031101151369512
gemm_tt,darknet,torch_compiled,EXTRALARGE,0.16681411606259644
gemm_tt,darknet,jax,EXTRALARGE,0.20986218098551035
mag_array,darknet,numba,EXTRALARGE,0.13732521212659776
mag_array,darknet,numpy,EXTRALARGE,0.02613834012299776
mag_array,darknet,torch,EXTRALARGE,0.029752759030088782
mag_array,darknet,torch_compiled,EXTRALARGE,0.034373732982203364
mag_array,darknet,jax,EXTRALARGE,0.14091270184144378
matrix_add_matrix,darknet,numba,EXTRALARGE,0.007573436014354229
matrix_add_matrix,darknet,numpy,EXTRALARGE,0.019309123046696186
matrix_add_matrix,darknet,torch,EXTRALARGE,0.009487668052315712
matrix_add_matrix,darknet,torch_compiled,EXTRALARGE,0.0043697599321603775
matrix_add_matrix,darknet,jax,EXTRALARGE,0.006548023084178567
mse_array,darknet,numba,EXTRALARGE,0.13768400088883936
mse_array,darknet,numpy,EXTRALARGE,0.02614051289856434
mse_array,darknet,torch,EXTRALARGE,0.027244749944657087
mse_array,darknet,torch_compiled,EXTRALARGE,0.035231392132118344
mse_array,darknet,jax,EXTRALARGE,0.14147219015285373
mult_add_into_cpu,darknet,numba,EXTRALARGE,0.14789985003881156
mult_add_into_cpu,darknet,numpy,EXTRALARGE,0.31623599492013454
mult_add_into_cpu,darknet,torch,EXTRALARGE,0.35670684394426644
mult_add_into_cpu,darknet,torch_compiled,EXTRALARGE,0.11755543411709368
mult_add_into_cpu,darknet,jax,EXTRALARGE,0.17104957881383598
ol_l2_cpu1,darknet,numba,EXTRALARGE,0.14189620898105204
ol_l2_cpu1,darknet,numpy,EXTRALARGE,0.2909964150749147
ol_l2_cpu1,darknet,torch,EXTRALARGE,0.3328836050350219
ol_l2_cpu1,darknet,torch_compiled,EXTRALARGE,0.11663004197180271
ol_l2_cpu1,darknet,jax,EXTRALARGE,0.146343250060454
ol_l2_cpu2,darknet,numba,EXTRALARGE,0.1442670428659767
ol_l2_cpu2,darknet,numpy,EXTRALARGE,0.23297436302527785
ol_l2_cpu2,darknet,torch,EXTRALARGE,0.23393873497843742
ol_l2_cpu2,darknet,torch_compiled,EXTRALARGE,0.11647193180397153
ol_l2_cpu2,darknet,jax,EXTRALARGE,0.14696382684633136
scale_array,darknet,numba,EXTRALARGE,0.08103723707608879
scale_array,darknet,numpy,EXTRALARGE,0.19994358788244426
scale_array,darknet,torch,EXTRALARGE,0.27412454690784216
scale_array,darknet,torch_compiled,EXTRALARGE,0.06890248693525791
scale_array,darknet,jax,EXTRALARGE,0.1266195890493691
scale_matrix,darknet,numba,EXTRALARGE,0.004824592964723706
scale_matrix,darknet,numpy,EXTRALARGE,0.013038912089541554
scale_matrix,darknet,torch,EXTRALARGE,0.008249786915257573
scale_matrix,darknet,torch_compiled,EXTRALARGE,0.002777289832010865
scale_matrix,darknet,jax,EXTRALARGE,0.005008725915104151
sum_array,darknet,numba,EXTRALARGE,0.13310880609788
sum_array,darknet,numpy,EXTRALARGE,0.07244167709723115
sum_array,darknet,torch,EXTRALARGE,0.027156042866408825
sum_array,darknet,torch_compiled,EXTRALARGE,0.03484946396201849
sum_array,darknet,jax,EXTRALARGE,0.05336040095426142
translate_array,darknet,numba,EXTRALARGE,0.07964761392213404
translate_array,darknet,numpy,EXTRALARGE,0.20238519296981394
translate_array,darknet,torch,EXTRALARGE,0.2676292178221047
translate_array,darknet,torch_compiled,EXTRALARGE,0.06920593301765621
translate_array,darknet,jax,EXTRALARGE,0.12648348906077445
mat1x3,dspstone,numba,EXTRALARGE,0.006013739854097366
mat1x3,dspstone,numpy,EXTRALARGE,0.00024243001826107502
mat1x3,dspstone,torch,EXTRALARGE,0.000434675021097064
mat1x3,dspstone,torch_compiled,EXTRALARGE,0.0014057278167456388
mat1x3,dspstone,jax,EXTRALARGE,0.0006797278765588999
matrix1,dspstone,numba,EXTRALARGE,1.1074521420523524
matrix1,dspstone,numpy,EXTRALARGE,0.012271201936528087
matrix1,dspstone,torch,EXTRALARGE,0.026298935990780592
matrix1,dspstone,torch_compiled,EXTRALARGE,0.028685869183391333
matrix1,dspstone,jax,EXTRALARGE,0.021243923110887408
matrix2,dspstone,numba,EXTRALARGE,0.8773670438677073
matrix2,dspstone,numpy,EXTRALARGE,0.008054611971601844
matrix2,dspstone,torch,EXTRALARGE,0.010400844039395452
matrix2,dspstone,torch_compiled,EXTRALARGE,0.014768653782084584
matrix2,dspstone,jax,EXTRALARGE,0.018175042001530528
n_real_updates,dspstone,numba,EXTRALARGE,0.1736424989067018
n_real_updates,dspstone,numpy,EXTRALARGE,0.328137330012396
n_real_updates,dspstone,torch,EXTRALARGE,0.3548670259770006
n_real_updates,dspstone,torch_compiled,EXTRALARGE,0.1460209358483553
n_real_updates,dspstone,jax,EXTRALARGE,0.17222369299270213
pin_down,darknet,numba,EXTRALARGE,0.08083268185146153
pin_down,darknet,numpy,EXTRALARGE,0.17196508799679577
pin_down,darknet,torch,EXTRALARGE,0.26524426718242466
pin_down,darknet,torch_compiled,EXTRALARGE,0.06970213307067752
pin_down,darknet,jax,EXTRALARGE,0.11471881391480565
sum_of_squares,makespeare,numba,EXTRALARGE,0.13576148985885084
sum_of_squares,makespeare,numpy,EXTRALARGE,0.026169832097366452
sum_of_squares,makespeare,torch,EXTRALARGE,0.026889875065535307
sum_of_squares,makespeare,torch_compiled,EXTRALARGE,0.03432469186373055
sum_of_squares,makespeare,jax,EXTRALARGE,0.13855630694888532
diveq_sca,mathfu,numba,EXTRALARGE,0.09370188089087605
diveq_sca,mathfu,numpy,EXTRALARGE,0.2058589628431946
diveq_sca,mathfu,torch,EXTRALARGE,0.27693335711956024
diveq_sca,mathfu,torch_compiled,EXTRALARGE,0.08454495505429804
diveq_sca,mathfu,jax,EXTRALARGE,0.12783528096042573
diveq,mathfu,numba,EXTRALARGE,0.1523810802027583
diveq,mathfu,numpy,EXTRALARGE,0.23443241300992668
diveq,mathfu,torch,EXTRALARGE,0.2355527668260038
diveq,mathfu,torch_compiled,EXTRALARGE,0.08864708105102181
diveq,mathfu,jax,EXTRALARGE,0.14686810015700758
len_sq,mathfu,numba,EXTRALARGE,0.13675436889752746
len_sq,mathfu,numpy,EXTRALARGE,0.02617117390036583
len_sq,mathfu,torch,EXTRALARGE,0.02690455107949674
len_sq,mathfu,torch_compiled,EXTRALARGE,0.03794642398133874
len_sq,mathfu,jax,EXTRALARGE,0.13885978399775922
len,mathfu,numba,EXTRALARGE,0.1379833819810301
len,mathfu,numpy,EXTRALARGE,0.026138980872929096
len,mathfu,torch,EXTRALARGE,0.028534688986837864
len,mathfu,torch_compiled,EXTRALARGE,0.03331634891219437
len,mathfu,jax,EXTRALARGE,0.13988338084891438
lerp,mathfu,numba,EXTRALARGE,0.003096260130405426
lerp,mathfu,numpy,EXTRALARGE,0.007733324076980352
lerp,mathfu,torch,EXTRALARGE,0.005368934944272041
lerp,mathfu,torch_compiled,EXTRALARGE,0.001806885004043579
lerp,mathfu,jax,EXTRALARGE,0.0027690681163221598
matmul_sca,mathfu,numba,EXTRALARGE,0.010755151975899935
matmul_sca,mathfu,numpy,EXTRALARGE,0.019410569919273257
matmul_sca,mathfu,torch,EXTRALARGE,0.03308275993913412
matmul_sca,mathfu,torch_compiled,EXTRALARGE,0.005684732925146818
matmul_sca,mathfu,jax,EXTRALARGE,0.0063921760302037
muleq,mathfu,numba,EXTRALARGE,0.1128556220792234
muleq,mathfu,numpy,EXTRALARGE,0.24267889489419758
muleq,mathfu,torch,EXTRALARGE,0.23352172691375017
muleq,mathfu,torch_compiled,EXTRALARGE,0.08772529009729624
muleq,mathfu,jax,EXTRALARGE,0.1467269160784781
muleq_sca,mathfu,numba,EXTRALARGE,0.07919885707087815
muleq_sca,mathfu,numpy,EXTRALARGE,0.2007477569859475
muleq_sca,mathfu,torch,EXTRALARGE,0.26887776399962604
muleq_sca,mathfu,torch_compiled,EXTRALARGE,0.06875797011889517
muleq_sca,mathfu,jax,EXTRALARGE,0.12632763385772705
negate,mathfu,numba,EXTRALARGE,0.08080494194291532
negate,mathfu,numpy,EXTRALARGE,0.19995888182893395
negate,mathfu,torch,EXTRALARGE,0.27061828109435737
negate,mathfu,torch_compiled,EXTRALARGE,0.06886871997267008
negate,mathfu,jax,EXTRALARGE,0.12706009694375098
pluseq,mathfu,numba,EXTRALARGE,0.11235793796367943
pluseq,mathfu,numpy,EXTRALARGE,0.23251986014656723
pluseq,mathfu,torch,EXTRALARGE,0.23553340113721788
pluseq,mathfu,torch_compiled,EXTRALARGE,0.08763812389224768
pluseq,mathfu,jax,EXTRALARGE,0.1463940148241818
subeq,mathfu,numba,EXTRALARGE,0.11330010299570858
subeq,mathfu,numpy,EXTRALARGE,0.23263132898136973
subeq,mathfu,torch,EXTRALARGE,0.24740606918931007
subeq,mathfu,torch_compiled,EXTRALARGE,0.08964400994591415
subeq,mathfu,jax,EXTRALARGE,0.14738492295145988
array_inc,simpl_array,numba,EXTRALARGE,0.08129693916998804
array_inc,simpl_array,numpy,EXTRALARGE,0.20056466409005225
array_inc,simpl_array,torch,EXTRALARGE,0.27016076911240816
array_inc,simpl_array,torch_compiled,EXTRALARGE,0.06895578093826771
array_inc,simpl_array,jax,EXTRALARGE,0.1267055340576917
array_sum,simpl_array,numba,EXTRALARGE,0.13636152213439345
array_sum,simpl_array,numpy,EXTRALARGE,0.07369175110943615
array_sum,simpl_array,torch,EXTRALARGE,0.02699302206747234
array_sum,simpl_array,torch_compiled,EXTRALARGE,0.03544583707116544
array_sum,simpl_array,jax,EXTRALARGE,0.055272547993808985
cube_in_place,simpl_array,numba,EXTRALARGE,0.08102498413063586
cube_in_place,simpl_array,numpy,EXTRALARGE,1.4430372240021825
cube_in_place,simpl_array,torch,EXTRALARGE,0.2672566990368068
cube_in_place,simpl_array,torch_compiled,EXTRALARGE,0.07155874697491527
cube_in_place,simpl_array,jax,EXTRALARGE,0.1268903010059148
fourth_in_place,simpl_array,numba,EXTRALARGE,0.0808008590247482
fourth_in_place,simpl_array,numpy,EXTRALARGE,1.4413198279216886
fourth_in_place,simpl_array,torch,EXTRALARGE,0.4372098098974675
fourth_in_place,simpl_array,torch_compiled,EXTRALARGE,0.07169247581623495
fourth_in_place,simpl_array,jax,EXTRALARGE,0.12659986899234354
sum_elts,simpl_array,numba,EXTRALARGE,0.13899438292719424
sum_elts,simpl_array,numpy,EXTRALARGE,0.026096579153090715
sum_elts,simpl_array,torch,EXTRALARGE,0.029290647013112903
sum_elts,simpl_array,torch_compiled,EXTRALARGE,0.03496648301370442
sum_elts,simpl_array,jax,EXTRALARGE,0.14039704715833068
dct,utdsp,numba,EXTRALARGE,1.9397411120589823
dct,utdsp,numpy,EXTRALARGE,0.015587277943268418
dct,utdsp,torch,EXTRALARGE,0.04802921996451914
dct,utdsp,torch_compiled,EXTRALARGE,0.019881245912984014
dct,utdsp,jax,EXTRALARGE,0.04999682097695768
fir_small,utdsp,numba,EXTRALARGE,0.14628130896016955
fir_small,utdsp,numpy,EXTRALARGE,0.0541750299744308
fir_small,utdsp,torch,EXTRALARGE,0.05581774492748082
fir_small,utdsp,torch_compiled,EXTRALARGE,0.06567375385202467
fir_small,utdsp,jax,EXTRALARGE,0.14594240416772664
histogram,utdsp,numba,EXTRALARGE,0.08305483078584075
histogram,utdsp,numpy,EXTRALARGE,0.17365038697607815
histogram,utdsp,torch,EXTRALARGE,0.2634407808072865
histogram,utdsp,torch_compiled,EXTRALARGE,0.0758006100077182
histogram,utdsp,jax,EXTRALARGE,0.12210870697163045
lmsfir1,utdsp,numba,EXTRALARGE,0.14351379103027284
lmsfir1,utdsp,numpy,EXTRALARGE,0.05436257319524884
lmsfir1,utdsp,torch,EXTRALARGE,0.05921412608586252
lmsfir1,utdsp,torch_compiled,EXTRALARGE,0.06534361187368631
lmsfir1,utdsp,jax,EXTRALARGE,0.14540532999671996
lmsfir2,utdsp,numba,EXTRALARGE,0.11321815801784396
lmsfir2,utdsp,numpy,EXTRALARGE,0.28563128411769867
lmsfir2,utdsp,torch,EXTRALARGE,0.3478130588773638
lmsfir2,utdsp,torch_compiled,EXTRALARGE,0.08837340585887432
lmsfir2,utdsp,jax,EXTRALARGE,0.14705288596451283
mult_big,utdsp,numba,EXTRALARGE,1.4989282698370516
mult_big,utdsp,numpy,EXTRALARGE,0.010776631999760866
mult_big,utdsp,torch,EXTRALARGE,0.030322145903483033
mult_big,utdsp,torch_compiled,EXTRALARGE,0.02810774394311011
mult_big,utdsp,jax,EXTRALARGE,0.025110658956691623
matmul_ll,llama,numba,EXTRALARGE,0.026063062017783523
matmul_ll,llama,numpy,EXTRALARGE,0.0014411360025405884
matmul_ll,llama,torch,EXTRALARGE,0.0015481829177588224
matmul_ll,llama,torch_compiled,EXTRALARGE,0.0016753878444433212
matmul_ll,llama,jax,EXTRALARGE,0.0020685160998255014
rmsnorm_part1,llama,numba,EXTRALARGE,0.1358274770900607
rmsnorm_part1,llama,numpy,EXTRALARGE,0.07222847291268408
