benchmark,category,variant,size,time_1
rmsnorm_part1,llama,torch,EXTRALARGE,0.0457462458871305
rmsnorm_part1,llama,torch_compiled,EXTRALARGE,0.03528154897503555
rmsnorm_part1,llama,jax,EXTRALARGE,0.05796932289376855
rmsnorm_part2,llama,numba,EXTRALARGE,0.4686404401436448
rmsnorm_part2,llama,numpy,EXTRALARGE,0.22580866306088865
rmsnorm_part2,llama,torch,EXTRALARGE,0.3211269008461386
rmsnorm_part2,llama,torch_compiled,EXTRALARGE,0.1728289700113237
rmsnorm_part2,llama,jax,EXTRALARGE,0.14740570914000273
softmax_part1,llama,numba,EXTRALARGE,0.13364892196841538
softmax_part1,llama,numpy,EXTRALARGE,0.07379571907222271
softmax_part1,llama,torch,EXTRALARGE,0.029369127936661243
softmax_part1,llama,torch_compiled,EXTRALARGE,0.03564640297554433
softmax_part1,llama,jax,EXTRALARGE,0.08710127416998148
softmax_part2,llama,numba,EXTRALARGE,0.8562523170839995
softmax_part2,llama,numpy,EXTRALARGE,0.6910377079620957
softmax_part2,llama,torch,EXTRALARGE,0.2883782328572124
softmax_part2,llama,torch_compiled,EXTRALARGE,0.2714363110717386
softmax_part2,llama,jax,EXTRALARGE,0.2355204839259386
softmax_part3,llama,numba,EXTRALARGE,0.13304957491345704
softmax_part3,llama,numpy,EXTRALARGE,0.07226458191871643
softmax_part3,llama,torch,EXTRALARGE,0.028087651822715998
softmax_part3,llama,torch_compiled,EXTRALARGE,0.034230594988912344
softmax_part3,llama,jax,EXTRALARGE,0.05342108407057822
softmax_part4,llama,numba,EXTRALARGE,0.0600892819929868
softmax_part4,llama,numpy,EXTRALARGE,0.17067191214300692
softmax_part4,llama,torch,EXTRALARGE,0.20471378089860082
softmax_part4,llama,torch_compiled,EXTRALARGE,0.06043992401100695
softmax_part4,llama,jax,EXTRALARGE,0.1365809771232307
transformer_part3,llama,numba,EXTRALARGE,0.8970253809820861
transformer_part3,llama,numpy,EXTRALARGE,0.9402882901486009
transformer_part3,llama,torch,EXTRALARGE,0.7056221100501716
transformer_part3,llama,torch_compiled,EXTRALARGE,0.268355734879151
transformer_part3,llama,jax,EXTRALARGE,0.23835112899541855
transformer_part4,llama,numba,EXTRALARGE,0.4632964457850903
transformer_part4,llama,numpy,EXTRALARGE,0.17633851314894855
transformer_part4,llama,torch,EXTRALARGE,0.17234194814227521
transformer_part4,llama,torch_compiled,EXTRALARGE,0.172805265057832
transformer_part4,llama,jax,EXTRALARGE,0.1451181590091437
color_burn8,blend,numba,EXTRALARGE,0.27226490597240627
color_burn8,blend,numpy,EXTRALARGE,0.28178974194452167
color_burn8,blend,torch,EXTRALARGE,0.32656061090528965
color_burn8,blend,torch_compiled,EXTRALARGE,0.15906258299946785
color_burn8,blend,jax,EXTRALARGE,0.07903804699890316
color_dodge8,blend,numba,EXTRALARGE,0.2783164200372994
color_dodge8,blend,numpy,EXTRALARGE,0.2616865939926356
color_dodge8,blend,torch,EXTRALARGE,0.280007631983608
color_dodge8,blend,torch_compiled,EXTRALARGE,0.1564925170969218
color_dodge8,blend,jax,EXTRALARGE,0.07917603198438883
darken_blend8,blend,numba,EXTRALARGE,0.2640741770155728
darken_blend8,blend,numpy,EXTRALARGE,0.29345446708612144
darken_blend8,blend,torch,EXTRALARGE,0.20182532304897904
darken_blend8,blend,torch_compiled,EXTRALARGE,0.15104139083996415
darken_blend8,blend,jax,EXTRALARGE,0.07833424909040332
dissolve_blend8,blend,numba,EXTRALARGE,0.24768143706023693
dissolve_blend8,blend,numpy,EXTRALARGE,0.10172768007032573
dissolve_blend8,blend,torch,EXTRALARGE,0.1543904219288379
dissolve_blend8,blend,torch_compiled,EXTRALARGE,0.14527019811794162
dissolve_blend8,blend,jax,EXTRALARGE,0.06813033390790224
lighten_blend8,blend,numba,EXTRALARGE,0.2628786941058934
lighten_blend8,blend,numpy,EXTRALARGE,0.29483259096741676
lighten_blend8,blend,torch,EXTRALARGE,0.20272869290784
lighten_blend8,blend,torch_compiled,EXTRALARGE,0.14851327310316265
lighten_blend8,blend,jax,EXTRALARGE,0.07823816710151732
linear_burn8,blend,numba,EXTRALARGE,0.2645999521482736
linear_burn8,blend,numpy,EXTRALARGE,0.1460563070140779
linear_burn8,blend,torch,EXTRALARGE,0.20269589987583458
linear_burn8,blend,torch_compiled,EXTRALARGE,0.14874484692700207
linear_burn8,blend,jax,EXTRALARGE,0.07854999299161136
linear_dodge8,blend,numba,EXTRALARGE,0.26547036692500114
linear_dodge8,blend,numpy,EXTRALARGE,0.1146960707847029
linear_dodge8,blend,torch,EXTRALARGE,0.15385120105929673
linear_dodge8,blend,torch_compiled,EXTRALARGE,0.15005458006635308
linear_dodge8,blend,jax,EXTRALARGE,0.07880340213887393
multiply_blend8,blend,numba,EXTRALARGE,0.26421676599420607
multiply_blend8,blend,numpy,EXTRALARGE,0.14813443715684116
multiply_blend8,blend,torch,EXTRALARGE,0.20297428499907255
multiply_blend8,blend,torch_compiled,EXTRALARGE,0.14852454490028322
multiply_blend8,blend,jax,EXTRALARGE,0.07880943408235908
normal_blend8,blend,numba,EXTRALARGE,0.262737198965624
normal_blend8,blend,numpy,EXTRALARGE,0.19110552710480988
normal_blend8,blend,torch,EXTRALARGE,0.2632108931429684
normal_blend8,blend,torch_compiled,EXTRALARGE,0.15069995098747313
normal_blend8,blend,jax,EXTRALARGE,0.07876902585849166
overlay_blend8,blend,numba,EXTRALARGE,0.2515395348891616
overlay_blend8,blend,numpy,EXTRALARGE,0.5721466280519962
overlay_blend8,blend,torch,EXTRALARGE,0.7498282238375396
overlay_blend8,blend,torch_compiled,EXTRALARGE,0.14679007697850466
overlay_blend8,blend,jax,EXTRALARGE,0.07046464085578918
screen_blend8,blend,numba,EXTRALARGE,0.2674887131433934
screen_blend8,blend,numpy,EXTRALARGE,0.2659204739611596
screen_blend8,blend,torch,EXTRALARGE,0.32743476890027523
screen_blend8,blend,torch_compiled,EXTRALARGE,0.15022723795846105
screen_blend8,blend,jax,EXTRALARGE,0.07814389280974865
2mm,polybench/linear-algebra/kernels,numpy,EXTRALARGE,0.12406858801841736
2mm,polybench/linear-algebra/kernels,numba,EXTRALARGE,19.232165488880128
2mm,polybench/linear-algebra/kernels,jax,EXTRALARGE,0.24244593107141554
2mm,polybench/linear-algebra/kernels,torch,EXTRALARGE,0.1985194601584226
2mm,polybench/linear-algebra/kernels,torch_compiled,EXTRALARGE,0.1545889750123024
3mm,polybench/linear-algebra/kernels,numpy,EXTRALARGE,0.14989103702828288
3mm,polybench/linear-algebra/kernels,numba,EXTRALARGE,37.92289988300763
3mm,polybench/linear-algebra/kernels,jax,EXTRALARGE,0.3283432519529015
3mm,polybench/linear-algebra/kernels,torch,EXTRALARGE,0.20525213796645403
3mm,polybench/linear-algebra/kernels,torch_compiled,EXTRALARGE,0.21173682995140553
atax,polybench/linear-algebra/kernels,numpy,EXTRALARGE,0.002053129021078348
atax,polybench/linear-algebra/kernels,numba,EXTRALARGE,0.0080113320145756
atax,polybench/linear-algebra/kernels,jax,EXTRALARGE,0.003213954158127308
atax,polybench/linear-algebra/kernels,torch,EXTRALARGE,0.0022023459896445274
atax,polybench/linear-algebra/kernels,torch_compiled,EXTRALARGE,0.002355417003855109
bicg,polybench/linear-algebra/kernels,numpy,EXTRALARGE,0.0019719989504665136
bicg,polybench/linear-algebra/kernels,numba,EXTRALARGE,0.01805456494912505
bicg,polybench/linear-algebra/kernels,jax,EXTRALARGE,0.0030235489830374718
bicg,polybench/linear-algebra/kernels,torch,EXTRALARGE,0.0022433509584516287
bicg,polybench/linear-algebra/kernels,torch_compiled,EXTRALARGE,0.002981347031891346
correlation,polybench/datamining,numpy,EXTRALARGE,0.16167421801947057
correlation,polybench/datamining,numba,EXTRALARGE,21.825140923960134
correlation,polybench/datamining,jax,EXTRALARGE,0.2843691299203783
correlation,polybench/datamining,torch,EXTRALARGE,0.24862253200262785
correlation,polybench/datamining,torch_compiled,EXTRALARGE,0.26460493821650743
covariance,polybench/datamining,numpy,EXTRALARGE,0.16621844191104174
covariance,polybench/datamining,numba,EXTRALARGE,49.24363229586743
covariance,polybench/datamining,jax,EXTRALARGE,0.3273101600352675
covariance,polybench/datamining,torch,EXTRALARGE,0.2244185961317271
covariance,polybench/datamining,torch_compiled,EXTRALARGE,0.2272946338634938
doitgen,polybench/linear-algebra/kernels,numpy,EXTRALARGE,0.19494160707108676
doitgen,polybench/linear-algebra/kernels,numba,EXTRALARGE,3.3279536589980125
doitgen,polybench/linear-algebra/kernels,jax,EXTRALARGE,0.1594116659834981
doitgen,polybench/linear-algebra/kernels,torch,EXTRALARGE,0.13657331513240933
doitgen,polybench/linear-algebra/kernels,torch_compiled,EXTRALARGE,0.1359684239141643
gemm,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.13869960303418338
gemm,polybench/linear-algebra/blas,numba,EXTRALARGE,16.75841847504489
gemm,polybench/linear-algebra/blas,jax,EXTRALARGE,0.2374731961172074
gemm,polybench/linear-algebra/blas,torch,EXTRALARGE,0.20789419999346137
gemm,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.18687307904474437
gemver,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.1184736411087215
gemver,polybench/linear-algebra/blas,numba,EXTRALARGE,0.09035858209244907
gemver,polybench/linear-algebra/blas,jax,EXTRALARGE,0.10073019610717893
gemver,polybench/linear-algebra/blas,torch,EXTRALARGE,0.1892718521412462
gemver,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.09822425805032253
gesummv,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.004621662897989154
gesummv,polybench/linear-algebra/blas,numba,EXTRALARGE,0.017150616040453315
gesummv,polybench/linear-algebra/blas,jax,EXTRALARGE,0.007138576125726104
gesummv,polybench/linear-algebra/blas,torch,EXTRALARGE,0.004548128927126527
gesummv,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.005309663014486432
mvt,polybench/linear-algebra/kernels,numpy,EXTRALARGE,0.008836407912895083
mvt,polybench/linear-algebra/kernels,numba,EXTRALARGE,0.08538235211744905
mvt,polybench/linear-algebra/kernels,jax,EXTRALARGE,0.03317749500274658
mvt,polybench/linear-algebra/kernels,torch,EXTRALARGE,0.00899254996329546
mvt,polybench/linear-algebra/kernels,torch_compiled,EXTRALARGE,0.01675568288192153
symm,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.1892535430379212
symm,polybench/linear-algebra/blas,numba,EXTRALARGE,25.857237101066858
symm,polybench/linear-algebra/blas,jax,EXTRALARGE,0.210732287960127
symm,polybench/linear-algebra/blas,torch,EXTRALARGE,0.2375079181510955
symm,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.21581235597841442
syr2k,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.3204675018787384
syr2k,polybench/linear-algebra/blas,numba,EXTRALARGE,20.199639830039814
syr2k,polybench/linear-algebra/blas,jax,EXTRALARGE,0.43256494007073343
syr2k,polybench/linear-algebra/blas,torch,EXTRALARGE,0.29811660503037274
syr2k,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.25575539912097156
syrk,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.2074145940132439
syrk,polybench/linear-algebra/blas,numba,EXTRALARGE,8.336506471969187
syrk,polybench/linear-algebra/blas,jax,EXTRALARGE,0.2779598420020193
syrk,polybench/linear-algebra/blas,torch,EXTRALARGE,0.22825600998476148
syrk,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.19029882899485528
trmm,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.08965391805395484
trmm,polybench/linear-algebra/blas,numba,EXTRALARGE,10.88766880100593
trmm,polybench/linear-algebra/blas,jax,EXTRALARGE,0.21230749716050923
trmm,polybench/linear-algebra/blas,torch,EXTRALARGE,0.1522929931525141
trmm,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.1515665960032493
matadd,dsp,jax_gpu,EXTRALARGE,0.5838007000274956
matadd,dsp,jax_gpu_onlykernel,EXTRALARGE,0.47974963090382516
matinit,dsp,jax_gpu,EXTRALARGE,0.015015140874311328
matinit,dsp,jax_gpu_onlykernel,EXTRALARGE,0.18564089690335095
matmul,dsp,jax_gpu,EXTRALARGE,0.01686749211512506
matmul,dsp,jax_gpu_onlykernel,EXTRALARGE,0.000624361913651228
matscal,dsp,jax_gpu,EXTRALARGE,0.2960149410646409
matscal,dsp,jax_gpu_onlykernel,EXTRALARGE,0.19252806319855154
matsub,dsp,jax_gpu,EXTRALARGE,0.32460287190042436
matsub,dsp,jax_gpu_onlykernel,EXTRALARGE,0.22061912808567286
vadd,dsp,jax_gpu,EXTRALARGE,0.23927729506976902
vadd,dsp,jax_gpu_onlykernel,EXTRALARGE,0.013566669076681137
vcopy,dsp,jax_gpu,EXTRALARGE,0.06679658498615026
vcopy,dsp,jax_gpu_onlykernel,EXTRALARGE,0.013414293993264437
vfill,dsp,jax_gpu,EXTRALARGE,0.0014008120633661747
vfill,dsp,jax_gpu_onlykernel,EXTRALARGE,0.0003211880102753639
vmul,dsp,jax_gpu,EXTRALARGE,0.2390403060708195
vmul,dsp,jax_gpu_onlykernel,EXTRALARGE,0.07269305782392621
vneg,dsp,jax_gpu,EXTRALARGE,0.12395903910510242
vneg,dsp,jax_gpu_onlykernel,EXTRALARGE,0.00021507404744625092
voffset,dsp,jax_gpu,EXTRALARGE,0.12449003895744681
voffset,dsp,jax_gpu_onlykernel,EXTRALARGE,0.00032455590553581715
vrecip,dsp,jax_gpu,EXTRALARGE,0.12479348899796605
vrecip,dsp,jax_gpu_onlykernel,EXTRALARGE,0.00023268605582416058
vscal,dsp,jax_gpu,EXTRALARGE,0.1243457670789212
vscal,dsp,jax_gpu_onlykernel,EXTRALARGE,0.0003390361089259386
vsub,dsp,jax_gpu,EXTRALARGE,0.2395690348930657
vsub,dsp,jax_gpu_onlykernel,EXTRALARGE,0.07350982585921884
wvec,dsp,jax_gpu,EXTRALARGE,0.23769767489284277
wvec,dsp,jax_gpu_onlykernel,EXTRALARGE,0.07276237197220325
dot,blas,jax_gpu,EXTRALARGE,0.2501762369647622
dot,blas,jax_gpu_onlykernel,EXTRALARGE,0.031109109055250883
gemv,blas,jax_gpu,EXTRALARGE,0.007351099047809839
gemv,blas,jax_gpu_onlykernel,EXTRALARGE,0.00016479589976370335
ger,blas,jax_gpu,EXTRALARGE,0.008726260857656598
ger,blas,jax_gpu_onlykernel,EXTRALARGE,0.0009276210330426693
gemm_nn,darknet,jax_gpu,EXTRALARGE,0.024600740987807512
gemm_nn,darknet,jax_gpu_onlykernel,EXTRALARGE,0.0006214219611138105
gemm_nt,darknet,jax_gpu,EXTRALARGE,0.02423996408469975
gemm_nt,darknet,jax_gpu_onlykernel,EXTRALARGE,0.0006773329805582762
gemm_tn,darknet,jax_gpu,EXTRALARGE,0.019874933874234557
gemm_tn,darknet,jax_gpu_onlykernel,EXTRALARGE,0.0012096541468054056
gemm_tt,darknet,jax_gpu,EXTRALARGE,0.020154254976660013
gemm_tt,darknet,jax_gpu_onlykernel,EXTRALARGE,0.0005468670278787613
mag_array,darknet,jax_gpu,EXTRALARGE,0.15185710811056197
mag_array,darknet,jax_gpu_onlykernel,EXTRALARGE,0.0001694860402494669
matrix_add_matrix,darknet,jax_gpu,EXTRALARGE,0.011728615965694189
matrix_add_matrix,darknet,jax_gpu_onlykernel,EXTRALARGE,0.0008494900539517403
mse_array,darknet,jax_gpu,EXTRALARGE,0.15316495415754616
mse_array,darknet,jax_gpu_onlykernel,EXTRALARGE,0.00017600692808628082
mult_add_into_cpu,darknet,jax_gpu,EXTRALARGE,0.35855369199998677
mult_add_into_cpu,darknet,jax_gpu_onlykernel,EXTRALARGE,0.07327671488747001
ol_l2_cpu1,darknet,jax_gpu,EXTRALARGE,0.237922279862687
ol_l2_cpu1,darknet,jax_gpu_onlykernel,EXTRALARGE,0.07285586814396083
ol_l2_cpu2,darknet,jax_gpu,EXTRALARGE,0.2375279818661511
ol_l2_cpu2,darknet,jax_gpu_onlykernel,EXTRALARGE,0.07351253787055612
scale_array,darknet,jax_gpu,EXTRALARGE,0.12457234691828489
scale_array,darknet,jax_gpu_onlykernel,EXTRALARGE,0.0003122878260910511
scale_matrix,darknet,jax_gpu,EXTRALARGE,0.009682967094704509
scale_matrix,darknet,jax_gpu_onlykernel,EXTRALARGE,0.001069303136318922
sum_array,darknet,jax_gpu,EXTRALARGE,0.15137325203977525
sum_array,darknet,jax_gpu_onlykernel,EXTRALARGE,0.0001613181084394455
translate_array,darknet,jax_gpu,EXTRALARGE,0.12397243385203183
translate_array,darknet,jax_gpu_onlykernel,EXTRALARGE,0.00028514210134744644
mat1x3,dspstone,jax_gpu,EXTRALARGE,0.004238090943545103
mat1x3,dspstone,jax_gpu_onlykernel,EXTRALARGE,0.00015528593212366104
matrix1,dspstone,jax_gpu,EXTRALARGE,0.0036903019063174725
matrix1,dspstone,jax_gpu_onlykernel,EXTRALARGE,0.0002248869277536869
matrix2,dspstone,jax_gpu,EXTRALARGE,0.002911339048296213
matrix2,dspstone,jax_gpu_onlykernel,EXTRALARGE,0.0002219348680227995
n_real_updates,dspstone,jax_gpu,EXTRALARGE,0.35861684288829565
n_real_updates,dspstone,jax_gpu_onlykernel,EXTRALARGE,0.13174765510484576
pin_down,darknet,jax_gpu,EXTRALARGE,0.004982078913599253
pin_down,darknet,jax_gpu_onlykernel,EXTRALARGE,0.00017440295778214931
sum_of_squares,makespeare,jax_gpu,EXTRALARGE,0.15128758014179766
sum_of_squares,makespeare,jax_gpu_onlykernel,EXTRALARGE,0.00023285695351660252
diveq_sca,mathfu,jax_gpu,EXTRALARGE,0.12435175804421306
diveq_sca,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.00032559805549681187
diveq,mathfu,jax_gpu,EXTRALARGE,0.23909171111881733
diveq,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.013299534097313881
len_sq,mathfu,jax_gpu,EXTRALARGE,0.1511088169645518
len_sq,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.00018746894784271717
len,mathfu,jax_gpu,EXTRALARGE,0.15265893284231424
len,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.00019256188534200191
lerp,mathfu,jax_gpu,EXTRALARGE,0.004561416106298566
lerp,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.001163286855444312
matmul_sca,mathfu,jax_gpu,EXTRALARGE,0.010584436124190688
matmul_sca,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.0010962828528136015
muleq,mathfu,jax_gpu,EXTRALARGE,0.23967735818587244
muleq,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.013312567956745625
muleq_sca,mathfu,jax_gpu,EXTRALARGE,0.12433236301876605
muleq_sca,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.0002976160030812025
negate,mathfu,jax_gpu,EXTRALARGE,0.12381627503782511
negate,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.00021689408458769321
pluseq,mathfu,jax_gpu,EXTRALARGE,0.23946668510325253
pluseq,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.013485480099916458
subeq,mathfu,jax_gpu,EXTRALARGE,0.23889513802714646
subeq,mathfu,jax_gpu_onlykernel,EXTRALARGE,0.013108304934576154
array_inc,simpl_array,jax_gpu,EXTRALARGE,0.1244834940880537
array_inc,simpl_array,jax_gpu_onlykernel,EXTRALARGE,0.00023458199575543404
array_sum,simpl_array,jax_gpu,EXTRALARGE,0.15073442296124995
array_sum,simpl_array,jax_gpu_onlykernel,EXTRALARGE,0.00015544984489679337
cube_in_place,simpl_array,jax_gpu,EXTRALARGE,0.12855910509824753
cube_in_place,simpl_array,jax_gpu_onlykernel,EXTRALARGE,0.0002335989847779274
fourth_in_place,simpl_array,jax_gpu,EXTRALARGE,0.12849205895327032
fourth_in_place,simpl_array,jax_gpu_onlykernel,EXTRALARGE,0.00021035014651715755
sum_elts,simpl_array,jax_gpu,EXTRALARGE,0.15150980791077018
sum_elts,simpl_array,jax_gpu_onlykernel,EXTRALARGE,0.00018553109839558601
dct,utdsp,jax_gpu,EXTRALARGE,0.003965751035138965
dct,utdsp,jax_gpu_onlykernel,EXTRALARGE,0.0002508019097149372
fir_small,utdsp,jax_gpu,EXTRALARGE,0.2513243369758129
fir_small,utdsp,jax_gpu_onlykernel,EXTRALARGE,0.024305891944095492
histogram,utdsp,jax_gpu,EXTRALARGE,0.004950603935867548
histogram,utdsp,jax_gpu_onlykernel,EXTRALARGE,0.00017498992383480072
lmsfir1,utdsp,jax_gpu,EXTRALARGE,0.2525386060588062
lmsfir1,utdsp,jax_gpu_onlykernel,EXTRALARGE,0.03422953188419342
lmsfir2,utdsp,jax_gpu,EXTRALARGE,0.23716520215384662
lmsfir2,utdsp,jax_gpu_onlykernel,EXTRALARGE,0.013065538136288524
mult_big,utdsp,jax_gpu,EXTRALARGE,0.004234718857333064
mult_big,utdsp,jax_gpu_onlykernel,EXTRALARGE,0.00023977388627827168
matmul_ll,llama,jax_gpu,EXTRALARGE,0.0075722557958215475
matmul_ll,llama,jax_gpu_onlykernel,EXTRALARGE,0.00015501701273024082
rmsnorm_part1,llama,jax_gpu,EXTRALARGE,0.15089144208468497
rmsnorm_part1,llama,jax_gpu_onlykernel,EXTRALARGE,0.00016700895503163338
rmsnorm_part2,llama,jax_gpu,EXTRALARGE,0.2383530808147043
rmsnorm_part2,llama,jax_gpu_onlykernel,EXTRALARGE,0.01259060692973435
softmax_part1,llama,jax_gpu,EXTRALARGE,0.15250396099872887
softmax_part1,llama,jax_gpu_onlykernel,EXTRALARGE,0.00016216491349041462
softmax_part2,llama,jax_gpu,EXTRALARGE,0.12410129490308464
softmax_part2,llama,jax_gpu_onlykernel,EXTRALARGE,0.00030576298013329506
softmax_part3,llama,jax_gpu,EXTRALARGE,0.15180904907174408
softmax_part3,llama,jax_gpu_onlykernel,EXTRALARGE,0.00015471898950636387
softmax_part4,llama,jax_gpu,EXTRALARGE,0.12496653408743441
softmax_part4,llama,jax_gpu_onlykernel,EXTRALARGE,0.00033200113102793694
transformer_part3,llama,jax_gpu,EXTRALARGE,0.12396658607758582
transformer_part3,llama,jax_gpu_onlykernel,EXTRALARGE,0.00023420481011271477
transformer_part4,llama,jax_gpu,EXTRALARGE,0.23980226600542665
transformer_part4,llama,jax_gpu_onlykernel,EXTRALARGE,0.014050683937966824
color_burn8,blend,jax_gpu,EXTRALARGE,0.12631001509726048
color_burn8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00023781112395226955
color_dodge8,blend,jax_gpu,EXTRALARGE,0.12667551101185381
color_dodge8,blend,jax_gpu_onlykernel,EXTRALARGE,0.0002269891556352377
darken_blend8,blend,jax_gpu,EXTRALARGE,0.12665546406060457
darken_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00022727902978658676
dissolve_blend8,blend,jax_gpu,EXTRALARGE,0.12588164093904197
dissolve_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00033563910983502865
lighten_blend8,blend,jax_gpu,EXTRALARGE,0.12557460204698145
lighten_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00023093493655323982
linear_burn8,blend,jax_gpu,EXTRALARGE,0.12546054599806666
linear_burn8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00024504796601831913
linear_dodge8,blend,jax_gpu,EXTRALARGE,0.12566553289070725
linear_dodge8,blend,jax_gpu_onlykernel,EXTRALARGE,0.0002257591113448143
multiply_blend8,blend,jax_gpu,EXTRALARGE,0.12555134994909167
multiply_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00022958707995712757
normal_blend8,blend,jax_gpu,EXTRALARGE,0.12555354298092425
normal_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00030184583738446236
overlay_blend8,blend,jax_gpu,EXTRALARGE,0.06677619903348386
overlay_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00020660203881561756
screen_blend8,blend,jax_gpu,EXTRALARGE,0.12520341901108623
screen_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,0.00022286013700067997
2mm,polybench/linear-algebra/kernels,jax_gpu,EXTRALARGE,0.020307915983721614
2mm,polybench/linear-algebra/kernels,jax_gpu_onlykernel,EXTRALARGE,0.000758487032726407
3mm,polybench/linear-algebra/kernels,jax_gpu,EXTRALARGE,0.01490857102908194
3mm,polybench/linear-algebra/kernels,jax_gpu_onlykernel,EXTRALARGE,0.0010849179234355688
atax,polybench/linear-algebra/kernels,jax_gpu,EXTRALARGE,0.01073306193575263
atax,polybench/linear-algebra/kernels,jax_gpu_onlykernel,EXTRALARGE,0.00019421009346842766
bicg,polybench/linear-algebra/kernels,jax_gpu,EXTRALARGE,0.011078803101554513
bicg,polybench/linear-algebra/kernels,jax_gpu_onlykernel,EXTRALARGE,0.00017172587104141712
correlation,polybench/datamining,jax_gpu,EXTRALARGE,0.020083143142983317
correlation,polybench/datamining,jax_gpu_onlykernel,EXTRALARGE,0.00097464001737535
covariance,polybench/datamining,jax_gpu,EXTRALARGE,0.019712557084858418
covariance,polybench/datamining,jax_gpu_onlykernel,EXTRALARGE,0.0008671528194099665
doitgen,polybench/linear-algebra/kernels,jax_gpu,EXTRALARGE,0.01296082790941
doitgen,polybench/linear-algebra/kernels,jax_gpu_onlykernel,EXTRALARGE,0.0005696418229490519
gemm,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.024023670004680753
gemm,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,0.0006383359432220459
gemver,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.03862235904671252
gemver,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,0.0004223950672894716
gesummv,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.03552759811282158
gesummv,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,0.0003120219334959984
mvt,polybench/linear-algebra/kernels,jax_gpu,EXTRALARGE,0.03843454783782363
mvt,polybench/linear-algebra/kernels,jax_gpu_onlykernel,EXTRALARGE,0.00020026881247758865
symm,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.022698287153616548
symm,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,0.0014760729391127825
syr2k,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.0225343129131943
syr2k,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,0.0014691620599478483
syrk,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.019115417962893844
syrk,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,0.001485273940488696
trmm,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.01493251184001565
trmm,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,0.00044793495908379555
matadd,dsp,torch_gpu,EXTRALARGE,0.0003963741473853588
matadd,dsp,torch_gpu_onlykernel,EXTRALARGE,0.0003663850948214531
matinit,dsp,torch_gpu,EXTRALARGE,0.00049780891276896
matinit,dsp,torch_gpu_onlykernel,EXTRALARGE,0.00046632508747279644
matmul,dsp,torch_gpu,EXTRALARGE,0.0005253818817436695
matmul,dsp,torch_gpu_onlykernel,EXTRALARGE,0.00047968514263629913
matscal,dsp,torch_gpu,EXTRALARGE,0.0004038689658045769
matscal,dsp,torch_gpu_onlykernel,EXTRALARGE,0.000371426111087203
matsub,dsp,torch_gpu,EXTRALARGE,0.0003713788464665413
matsub,dsp,torch_gpu_onlykernel,EXTRALARGE,0.0003451139200478792
vadd,dsp,torch_gpu,EXTRALARGE,0.00037447502836585045
vadd,dsp,torch_gpu_onlykernel,EXTRALARGE,0.0003446540795266628
