benchmark,category,variant,size,time_1
multiply_blend8,blend,numba,EXTRALARGE,0.185005929553881
multiply_blend8,blend,numpy,EXTRALARGE,0.0640493854880333
multiply_blend8,blend,polly,EXTRALARGE,0.1574335
multiply_blend8,blend,polly-parallel,EXTRALARGE,0.0286205
multiply_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.0294785
multiply_blend8,blend,polly-vectorizer,EXTRALARGE,0.1642545
multiply_blend8,blend,torch,EXTRALARGE,0.0986811770126224
multiply_blend8,blend,torch_compiled,EXTRALARGE,0.0658065919997171
multiply_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,2.19149515032768e-05
mvt,polybench/linear-algebra/kernels,clang,EXTRALARGE,0.035848
mvt,polybench/linear-algebra/kernels,gcc,EXTRALARGE,0.0271715
mvt,polybench/linear-algebra/kernels,jax,EXTRALARGE,0.00545927253551781
mvt,polybench/linear-algebra/kernels,jax_gpu,EXTRALARGE,0.00571438937913626
mvt,polybench/linear-algebra/kernels,jax_gpu_onlykernel,EXTRALARGE,5.56495506316423e-05
mvt,polybench/linear-algebra/kernels,numba,EXTRALARGE,0.0408709625480697
mvt,polybench/linear-algebra/kernels,numpy,EXTRALARGE,0.00306345953140408
mvt,polybench/linear-algebra/kernels,polly,EXTRALARGE,0.017721
mvt,polybench/linear-algebra/kernels,polly-parallel,EXTRALARGE,0.0050975
mvt,polybench/linear-algebra/kernels,polly-parallel-vectorizer,EXTRALARGE,0.0047785
mvt,polybench/linear-algebra/kernels,polly-vectorizer,EXTRALARGE,0.0168305
mvt,polybench/linear-algebra/kernels,torch,EXTRALARGE,0.00757041701581329
mvt,polybench/linear-algebra/kernels,torch_compiled,EXTRALARGE,0.0053203939460218
mvt,polybench/linear-algebra/kernels,torch_gpu_onlykernel,EXTRALARGE,6.75939954817295e-05
n_real_updates,dspstone,clang,EXTRALARGE,0.0785135
n_real_updates,dspstone,gcc,EXTRALARGE,0.0766755
n_real_updates,dspstone,jax,EXTRALARGE,0.126695445389487
n_real_updates,dspstone,jax_gpu,EXTRALARGE,0.0722837285138667
n_real_updates,dspstone,jax_gpu_onlykernel,EXTRALARGE,3.91389476135373e-05
n_real_updates,dspstone,numba,EXTRALARGE,0.0684308195486665
n_real_updates,dspstone,numpy,EXTRALARGE,0.147102248040028
n_real_updates,dspstone,polly,EXTRALARGE,0.077945
n_real_updates,dspstone,polly-parallel,EXTRALARGE,0.078594
n_real_updates,dspstone,polly-parallel-vectorizer,EXTRALARGE,0.0765685
n_real_updates,dspstone,polly-vectorizer,EXTRALARGE,0.076555
n_real_updates,dspstone,torch,EXTRALARGE,0.203230809420347
n_real_updates,dspstone,torch_compiled,EXTRALARGE,0.0633253549458459
n_real_updates,dspstone,torch_gpu,EXTRALARGE,5.48900570720434e-05
n_real_updates,dspstone,torch_gpu_onlykernel,EXTRALARGE,3.87949403375387e-05
negate,mathfu,clang,EXTRALARGE,0.027023
negate,mathfu,gcc,EXTRALARGE,0.027087
negate,mathfu,jax,EXTRALARGE,0.118216597940773
negate,mathfu,jax_gpu,EXTRALARGE,0.0383429129142314
negate,mathfu,jax_gpu_onlykernel,EXTRALARGE,3.37193487212062e-05
negate,mathfu,numba,EXTRALARGE,0.0300982370972633
negate,mathfu,numpy,EXTRALARGE,0.0992537965066731
negate,mathfu,polly,EXTRALARGE,0.026973
negate,mathfu,polly-parallel,EXTRALARGE,0.0270665
negate,mathfu,polly-parallel-vectorizer,EXTRALARGE,0.027084
negate,mathfu,polly-vectorizer,EXTRALARGE,0.027247
negate,mathfu,torch,EXTRALARGE,0.133572103572078
negate,mathfu,torch_compiled,EXTRALARGE,0.0234379059402272
negate,mathfu,torch_gpu,EXTRALARGE,2.77895014733076e-05
negate,mathfu,torch_gpu_onlykernel,EXTRALARGE,2.62800604104996e-05
normal_blend8,blend,clang,EXTRALARGE,0.133549
normal_blend8,blend,gcc,EXTRALARGE,0.1352465
normal_blend8,blend,jax,EXTRALARGE,0.0804797139717266
normal_blend8,blend,jax_gpu,EXTRALARGE,0.0256551799830049
normal_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,5.61295310035348e-05
normal_blend8,blend,numba,EXTRALARGE,0.183330846135505
normal_blend8,blend,numpy,EXTRALARGE,0.0879505949560553
normal_blend8,blend,polly,EXTRALARGE,0.1657445
normal_blend8,blend,polly-parallel,EXTRALARGE,0.0287625
normal_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.0288385
normal_blend8,blend,polly-vectorizer,EXTRALARGE,0.187259
normal_blend8,blend,torch,EXTRALARGE,0.138170560006984
normal_blend8,blend,torch_compiled,EXTRALARGE,0.0664369134465232
normal_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,5.84940426051617e-05
normal_blend8f,blend,clang,EXTRALARGE,0.133357
normal_blend8f,blend,gcc,EXTRALARGE,0.1365515
normal_blend8f,blend,jax,EXTRALARGE,0.0800917879678309
normal_blend8f,blend,jax_gpu,EXTRALARGE,0.0257841945858672
normal_blend8f,blend,jax_gpu_onlykernel,EXTRALARGE,5.67949609830976e-05
normal_blend8f,blend,numba,EXTRALARGE,0.183405619463883
normal_blend8f,blend,numpy,EXTRALARGE,0.0882761364337057
normal_blend8f,blend,polly,EXTRALARGE,0.1625015
normal_blend8f,blend,polly-parallel,EXTRALARGE,0.028648
normal_blend8f,blend,polly-parallel-vectorizer,EXTRALARGE,0.0289545
normal_blend8f,blend,polly-vectorizer,EXTRALARGE,0.187671
normal_blend8f,blend,torch,EXTRALARGE,0.155844307038933
normal_blend8f,blend,torch_compiled,EXTRALARGE,0.0650392725365236
normal_blend8f,blend,torch_gpu_onlykernel,EXTRALARGE,4.69496008008718e-05
ol_l2_cpu1,darknet,clang,EXTRALARGE,0.0599935
ol_l2_cpu1,darknet,gcc,EXTRALARGE,0.0602165
ol_l2_cpu1,darknet,jax,EXTRALARGE,0.115011388552375
ol_l2_cpu1,darknet,jax_gpu,EXTRALARGE,0.0491120660444722
ol_l2_cpu1,darknet,jax_gpu_onlykernel,EXTRALARGE,2.3319385945797e-05
ol_l2_cpu1,darknet,numba,EXTRALARGE,0.0554753994802013
ol_l2_cpu1,darknet,numpy,EXTRALARGE,0.134180069901049
ol_l2_cpu1,darknet,polly,EXTRALARGE,0.0612235
ol_l2_cpu1,darknet,polly-parallel,EXTRALARGE,0.061458
ol_l2_cpu1,darknet,polly-parallel-vectorizer,EXTRALARGE,0.0611925
ol_l2_cpu1,darknet,polly-vectorizer,EXTRALARGE,0.0618975
ol_l2_cpu1,darknet,torch,EXTRALARGE,0.191744688549079
ol_l2_cpu1,darknet,torch_compiled,EXTRALARGE,0.0502292616292834
ol_l2_cpu1,darknet,torch_gpu,EXTRALARGE,6.34144525974989e-05
ol_l2_cpu1,darknet,torch_gpu_onlykernel,EXTRALARGE,5.14894491061568e-05
ol_l2_cpu2,darknet,clang,EXTRALARGE,0.0603235
ol_l2_cpu2,darknet,gcc,EXTRALARGE,0.061258
ol_l2_cpu2,darknet,jax,EXTRALARGE,0.118029735982418
ol_l2_cpu2,darknet,jax_gpu,EXTRALARGE,0.0491553986212239
ol_l2_cpu2,darknet,jax_gpu_onlykernel,EXTRALARGE,3.75345116481185e-05
ol_l2_cpu2,darknet,numba,EXTRALARGE,0.0546301414724439
ol_l2_cpu2,darknet,numpy,EXTRALARGE,0.106606157380156
ol_l2_cpu2,darknet,polly,EXTRALARGE,0.060775
ol_l2_cpu2,darknet,polly-parallel,EXTRALARGE,0.060888
ol_l2_cpu2,darknet,polly-parallel-vectorizer,EXTRALARGE,0.060839
ol_l2_cpu2,darknet,polly-vectorizer,EXTRALARGE,0.060782
ol_l2_cpu2,darknet,torch,EXTRALARGE,0.119476324412972
ol_l2_cpu2,darknet,torch_compiled,EXTRALARGE,0.0502168409293517
ol_l2_cpu2,darknet,torch_gpu,EXTRALARGE,3.2449490390718e-05
ol_l2_cpu2,darknet,torch_gpu_onlykernel,EXTRALARGE,2.77045182883739e-05
overlay_blend8,blend,clang,EXTRALARGE,0.149332
overlay_blend8,blend,gcc,EXTRALARGE,0.148364
overlay_blend8,blend,jax,EXTRALARGE,0.0779774495167658
overlay_blend8,blend,jax_gpu,EXTRALARGE,0.0196727921720594
overlay_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,3.00799729302526e-05
overlay_blend8,blend,numba,EXTRALARGE,0.176712479558773
overlay_blend8,blend,numpy,EXTRALARGE,0.27632447401993
overlay_blend8,blend,polly,EXTRALARGE,0.150147
overlay_blend8,blend,polly-parallel,EXTRALARGE,0.0218035
overlay_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.022734
overlay_blend8,blend,polly-vectorizer,EXTRALARGE,0.1658945
overlay_blend8,blend,torch,EXTRALARGE,0.578028367948718
overlay_blend8,blend,torch_compiled,EXTRALARGE,0.062880624900572
overlay_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,0.000106564373709261
pin_down,dspstone,clang,EXTRALARGE,0.026662
pin_down,dspstone,gcc,EXTRALARGE,0.0268585
pin_down,dspstone,jax,EXTRALARGE,0.11344921705313
pin_down,dspstone,jax_gpu,EXTRALARGE,3.4080003388226e-05
pin_down,dspstone,jax_gpu_onlykernel,EXTRALARGE,3.00795072689652e-05
pin_down,dspstone,numba,EXTRALARGE,0.0295372219989076
pin_down,dspstone,numpy,EXTRALARGE,0.0896702145691961
pin_down,dspstone,polly,EXTRALARGE,0.026944
pin_down,dspstone,polly-parallel,EXTRALARGE,0.0269835
pin_down,dspstone,polly-parallel-vectorizer,EXTRALARGE,0.0271405
pin_down,dspstone,polly-vectorizer,EXTRALARGE,0.027085
pin_down,dspstone,torch,EXTRALARGE,0.105096829938702
pin_down,dspstone,torch_compiled,EXTRALARGE,0.0234755865531042
pin_down,dspstone,torch_gpu,EXTRALARGE,3.13849886879325e-05
pin_down,dspstone,torch_gpu_onlykernel,EXTRALARGE,2.87345610558987e-05
pluseq,mathfu,clang,EXTRALARGE,0.043032
pluseq,mathfu,gcc,EXTRALARGE,0.0440905
pluseq,mathfu,jax,EXTRALARGE,0.123432704014704
pluseq,mathfu,jax_gpu,EXTRALARGE,0.0498287995578721
pluseq,mathfu,jax_gpu_onlykernel,EXTRALARGE,4.2604049667716e-05
pluseq,mathfu,numba,EXTRALARGE,0.0392061095917597
pluseq,mathfu,numpy,EXTRALARGE,0.109111068188213
pluseq,mathfu,polly,EXTRALARGE,0.043501
pluseq,mathfu,polly-parallel,EXTRALARGE,0.0434685
pluseq,mathfu,polly-parallel-vectorizer,EXTRALARGE,0.0435785
pluseq,mathfu,polly-vectorizer,EXTRALARGE,0.042949
pluseq,mathfu,torch,EXTRALARGE,0.1343232820509
pluseq,mathfu,torch_compiled,EXTRALARGE,0.0368909215321764
pluseq,mathfu,torch_gpu,EXTRALARGE,3.10696195811033e-05
pluseq,mathfu,torch_gpu_onlykernel,EXTRALARGE,2.69099837169051e-05
rmsnorm_part1,llama,clang,EXTRALARGE,0.055137
rmsnorm_part1,llama,gcc,EXTRALARGE,0.0553975
rmsnorm_part1,llama,jax,EXTRALARGE,0.0139815580332652
rmsnorm_part1,llama,jax_gpu,EXTRALARGE,0.0383230650331825
rmsnorm_part1,llama,jax_gpu_onlykernel,EXTRALARGE,4.78699803352356e-05
rmsnorm_part1,llama,numba,EXTRALARGE,0.0797883564373478
rmsnorm_part1,llama,numpy,EXTRALARGE,0.0244424305856228
rmsnorm_part1,llama,polly,EXTRALARGE,0.0550875
rmsnorm_part1,llama,polly-parallel,EXTRALARGE,0.0548145
rmsnorm_part1,llama,polly-parallel-vectorizer,EXTRALARGE,0.055285
rmsnorm_part1,llama,polly-vectorizer,EXTRALARGE,0.0554325
rmsnorm_part1,llama,torch,EXTRALARGE,0.0120263575809076
rmsnorm_part1,llama,torch_compiled,EXTRALARGE,0.0138637854252011
rmsnorm_part1,llama,torch_gpu_onlykernel,EXTRALARGE,2.09050485864282e-05
rmsnorm_part2,llama,clang,EXTRALARGE,0.249854
rmsnorm_part2,llama,gcc,EXTRALARGE,0.2525745
rmsnorm_part2,llama,jax,EXTRALARGE,0.124446544446982
rmsnorm_part2,llama,jax_gpu,EXTRALARGE,0.049669505446218
rmsnorm_part2,llama,jax_gpu_onlykernel,EXTRALARGE,8.69650393724442e-05
rmsnorm_part2,llama,numba,EXTRALARGE,0.355966039584018
rmsnorm_part2,llama,numpy,EXTRALARGE,0.105863978038542
rmsnorm_part2,llama,polly,EXTRALARGE,0.2605095
rmsnorm_part2,llama,polly-parallel,EXTRALARGE,0.251407
rmsnorm_part2,llama,polly-parallel-vectorizer,EXTRALARGE,0.243874
rmsnorm_part2,llama,polly-vectorizer,EXTRALARGE,0.250516
rmsnorm_part2,llama,torch,EXTRALARGE,0.17087052995339
rmsnorm_part2,llama,torch_compiled,EXTRALARGE,0.10711542214267
rmsnorm_part2,llama,torch_gpu_onlykernel,EXTRALARGE,7.00689852237701e-05
scale_array,darknet,clang,EXTRALARGE,0.0272275
scale_array,darknet,gcc,EXTRALARGE,0.0272065
scale_array,darknet,jax,EXTRALARGE,0.11290243442636
scale_array,darknet,jax_gpu,EXTRALARGE,0.0383355320664123
scale_array,darknet,jax_gpu_onlykernel,EXTRALARGE,5.01495087519288e-05
scale_array,darknet,numba,EXTRALARGE,0.029815745074302
scale_array,darknet,numpy,EXTRALARGE,0.096673883497715
scale_array,darknet,polly,EXTRALARGE,0.0270875
scale_array,darknet,polly-parallel,EXTRALARGE,0.02698
scale_array,darknet,polly-parallel-vectorizer,EXTRALARGE,0.0270795
scale_array,darknet,polly-vectorizer,EXTRALARGE,0.02704
scale_array,darknet,torch,EXTRALARGE,0.111008062958717
scale_array,darknet,torch_compiled,EXTRALARGE,0.0234061556402594
scale_array,darknet,torch_gpu,EXTRALARGE,3.2794545404613e-05
scale_array,darknet,torch_gpu_onlykernel,EXTRALARGE,3.03444685414433e-05
scale_matrix,darknet,clang,EXTRALARGE,0.0006935
scale_matrix,darknet,gcc,EXTRALARGE,0.0006835
scale_matrix,darknet,jax,EXTRALARGE,0.000861839042045176
scale_matrix,darknet,jax_gpu,EXTRALARGE,0.0012990360846743
scale_matrix,darknet,jax_gpu_onlykernel,EXTRALARGE,4.75144479423761e-05
scale_matrix,darknet,numba,EXTRALARGE,0.000852653989568353
scale_matrix,darknet,numpy,EXTRALARGE,0.00246771448291838
scale_matrix,darknet,polly,EXTRALARGE,0.0018515
scale_matrix,darknet,polly-parallel,EXTRALARGE,0.0011755
scale_matrix,darknet,polly-parallel-vectorizer,EXTRALARGE,0.0010795
scale_matrix,darknet,polly-vectorizer,EXTRALARGE,0.00177
scale_matrix,darknet,torch,EXTRALARGE,0.000256047933362424
scale_matrix,darknet,torch_compiled,EXTRALARGE,0.000112739158794284
scale_matrix,darknet,torch_gpu,EXTRALARGE,3.49543988704681e-05
scale_matrix,darknet,torch_gpu_onlykernel,EXTRALARGE,2.64999689534307e-05
screen_blend8,blend,clang,EXTRALARGE,0.135588
screen_blend8,blend,gcc,EXTRALARGE,0.1403065
screen_blend8,blend,jax,EXTRALARGE,0.0865749029908329
screen_blend8,blend,jax_gpu,EXTRALARGE,0.0258493946166709
screen_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,3.16948862746358e-05
screen_blend8,blend,numba,EXTRALARGE,0.185137578402646
screen_blend8,blend,numpy,EXTRALARGE,0.112441671080887
screen_blend8,blend,polly,EXTRALARGE,0.164311
screen_blend8,blend,polly-parallel,EXTRALARGE,0.028845
screen_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.0291125
screen_blend8,blend,polly-vectorizer,EXTRALARGE,0.1928695
screen_blend8,blend,torch,EXTRALARGE,0.213779189041816
screen_blend8,blend,torch_compiled,EXTRALARGE,0.0663871904835105
screen_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,3.77094838768244e-05
softmax_part1,llama,clang,EXTRALARGE,0.0377835
softmax_part1,llama,gcc,EXTRALARGE,0.0379475
softmax_part1,llama,jax,EXTRALARGE,0.0236710298340768
softmax_part1,llama,jax_gpu,EXTRALARGE,0.0375465104589239
softmax_part1,llama,jax_gpu_onlykernel,EXTRALARGE,3.31999035552144e-05
softmax_part1,llama,numba,EXTRALARGE,0.0629513724707067
softmax_part1,llama,numpy,EXTRALARGE,0.0195609549991786
softmax_part1,llama,polly,EXTRALARGE,0.0377815
softmax_part1,llama,polly-parallel,EXTRALARGE,0.037142
softmax_part1,llama,polly-parallel-vectorizer,EXTRALARGE,0.037622
softmax_part1,llama,polly-vectorizer,EXTRALARGE,0.0371335
softmax_part1,llama,torch,EXTRALARGE,0.0118186090840027
softmax_part1,llama,torch_compiled,EXTRALARGE,0.0120261164847761
softmax_part1,llama,torch_gpu_onlykernel,EXTRALARGE,1.47995306178927e-05
softmax_part2,llama,clang,EXTRALARGE,0.5641565
softmax_part2,llama,gcc,EXTRALARGE,0.530791
softmax_part2,llama,jax,EXTRALARGE,0.148284322931431
softmax_part2,llama,jax_gpu,EXTRALARGE,0.0382647108053789
softmax_part2,llama,jax_gpu_onlykernel,EXTRALARGE,6.58100470900536e-05
softmax_part2,llama,numba,EXTRALARGE,0.609437180566601
softmax_part2,llama,numpy,EXTRALARGE,0.162018513423391
softmax_part2,llama,polly,EXTRALARGE,0.55308
softmax_part2,llama,polly-parallel,EXTRALARGE,0.553141
softmax_part2,llama,polly-parallel-vectorizer,EXTRALARGE,0.56309
softmax_part2,llama,polly-vectorizer,EXTRALARGE,0.5508675
softmax_part2,llama,torch,EXTRALARGE,0.173547732527368
softmax_part2,llama,torch_compiled,EXTRALARGE,0.10777741658967
softmax_part2,llama,torch_gpu_onlykernel,EXTRALARGE,2.0804931409657e-05
softmax_part3,llama,clang,EXTRALARGE,0.056285
softmax_part3,llama,gcc,EXTRALARGE,0.055208
softmax_part3,llama,jax,EXTRALARGE,0.0126637270441279
softmax_part3,llama,jax_gpu,EXTRALARGE,0.0360395614989102
softmax_part3,llama,jax_gpu_onlykernel,EXTRALARGE,3.02649568766356e-05
softmax_part3,llama,numba,EXTRALARGE,0.0727400559699163
softmax_part3,llama,numpy,EXTRALARGE,0.0247630545636639
softmax_part3,llama,polly,EXTRALARGE,0.0562825
softmax_part3,llama,polly-parallel,EXTRALARGE,0.0562605
softmax_part3,llama,polly-parallel-vectorizer,EXTRALARGE,0.055249
softmax_part3,llama,polly-vectorizer,EXTRALARGE,0.0558515
softmax_part3,llama,torch,EXTRALARGE,0.0124606754397973
softmax_part3,llama,torch_compiled,EXTRALARGE,0.013457955676131
softmax_part3,llama,torch_gpu_onlykernel,EXTRALARGE,1.61699717864394e-05
softmax_part4,llama,clang,EXTRALARGE,0.0461505
softmax_part4,llama,gcc,EXTRALARGE,0.0469625
softmax_part4,llama,jax,EXTRALARGE,0.117822529980913
softmax_part4,llama,jax_gpu,EXTRALARGE,0.0347475858870894
softmax_part4,llama,jax_gpu_onlykernel,EXTRALARGE,5.9854588471353e-05
softmax_part4,llama,numba,EXTRALARGE,0.0397798793856055
softmax_part4,llama,numpy,EXTRALARGE,0.101328291930258
softmax_part4,llama,polly,EXTRALARGE,0.046608
softmax_part4,llama,polly-parallel,EXTRALARGE,0.046603
softmax_part4,llama,polly-parallel-vectorizer,EXTRALARGE,0.0459595
softmax_part4,llama,polly-vectorizer,EXTRALARGE,0.0466475
softmax_part4,llama,torch,EXTRALARGE,0.124132247525267
softmax_part4,llama,torch_compiled,EXTRALARGE,0.0234655890380964
softmax_part4,llama,torch_gpu_onlykernel,EXTRALARGE,3.08199087157845e-05
subeq,mathfu,clang,EXTRALARGE,0.043206
subeq,mathfu,gcc,EXTRALARGE,0.044282
subeq,mathfu,jax,EXTRALARGE,0.123041626531631
subeq,mathfu,jax_gpu,EXTRALARGE,0.0495709890965372
subeq,mathfu,jax_gpu_onlykernel,EXTRALARGE,5.2044983021915e-05
subeq,mathfu,numba,EXTRALARGE,0.0420643525430933
subeq,mathfu,numpy,EXTRALARGE,0.108909870963544
subeq,mathfu,polly,EXTRALARGE,0.043521
subeq,mathfu,polly-parallel,EXTRALARGE,0.043251
subeq,mathfu,polly-parallel-vectorizer,EXTRALARGE,0.0430395
subeq,mathfu,polly-vectorizer,EXTRALARGE,0.0431785
subeq,mathfu,torch,EXTRALARGE,0.133560985559598
subeq,mathfu,torch_compiled,EXTRALARGE,0.0369097025832161
subeq,mathfu,torch_gpu,EXTRALARGE,2.83194240182638e-05
subeq,mathfu,torch_gpu_onlykernel,EXTRALARGE,2.89994059130549e-05
subeq_sca,mathfu,clang,EXTRALARGE,0.0271135
subeq_sca,mathfu,gcc,EXTRALARGE,0.027112
subeq_sca,mathfu,jax,EXTRALARGE,0.116791398031637
subeq_sca,mathfu,jax_gpu,EXTRALARGE,0.0380004110047594
subeq_sca,mathfu,jax_gpu_onlykernel,EXTRALARGE,7.21289543434978e-05
subeq_sca,mathfu,numba,EXTRALARGE,0.0303565765498206
subeq_sca,mathfu,numpy,EXTRALARGE,0.0981056044111028
subeq_sca,mathfu,polly,EXTRALARGE,0.0271025
subeq_sca,mathfu,polly-parallel,EXTRALARGE,0.027127
subeq_sca,mathfu,polly-parallel-vectorizer,EXTRALARGE,0.027151
subeq_sca,mathfu,polly-vectorizer,EXTRALARGE,0.0270895
subeq_sca,mathfu,torch,EXTRALARGE,0.123012276017107
subeq_sca,mathfu,torch_compiled,EXTRALARGE,0.0234432405559346
subeq_sca,mathfu,torch_gpu_onlykernel,EXTRALARGE,4.08641062676907e-05
sum_array,darknet,clang,EXTRALARGE,0.0563395
sum_array,darknet,gcc,EXTRALARGE,0.0555055
sum_array,darknet,jax,EXTRALARGE,0.0130750220268965
sum_array,darknet,jax_gpu,EXTRALARGE,0.0384129410376772
sum_array,darknet,jax_gpu_onlykernel,EXTRALARGE,4.04395395889878e-05
sum_array,darknet,numba,EXTRALARGE,0.0785279710544273
sum_array,darknet,numpy,EXTRALARGE,0.0238991180667654
sum_array,darknet,polly,EXTRALARGE,0.0553965
sum_array,darknet,polly-parallel,EXTRALARGE,0.056298
sum_array,darknet,polly-parallel-vectorizer,EXTRALARGE,0.0562845
sum_array,darknet,polly-vectorizer,EXTRALARGE,0.05631
sum_array,darknet,torch,EXTRALARGE,0.0118430884322152
sum_array,darknet,torch_compiled,EXTRALARGE,0.012060453533195
sum_array,darknet,torch_gpu,EXTRALARGE,1.53048895299435e-05
sum_array,darknet,torch_gpu_onlykernel,EXTRALARGE,1.31099950522184e-05
sum_elts,simpl_array,clang,EXTRALARGE,0.056205
sum_elts,simpl_array,gcc,EXTRALARGE,0.055072
sum_elts,simpl_array,jax,EXTRALARGE,0.0882717671338469
sum_elts,simpl_array,jax_gpu,EXTRALARGE,0.0378240393474698
sum_elts,simpl_array,jax_gpu_onlykernel,EXTRALARGE,3.15695069730282e-05
sum_elts,simpl_array,numba,EXTRALARGE,0.0797752294456586
sum_elts,simpl_array,numpy,EXTRALARGE,0.0117922786157578
sum_elts,simpl_array,polly,EXTRALARGE,0.055286
sum_elts,simpl_array,polly-parallel,EXTRALARGE,0.056346
sum_elts,simpl_array,polly-parallel-vectorizer,EXTRALARGE,0.0550855
sum_elts,simpl_array,polly-vectorizer,EXTRALARGE,0.056356
sum_elts,simpl_array,torch,EXTRALARGE,0.0123768504709005
sum_elts,simpl_array,torch_compiled,EXTRALARGE,0.0137776103802025
sum_elts,simpl_array,torch_gpu_onlykernel,EXTRALARGE,4.4320011511445e-05
sum_of_squares,makespeare,clang,EXTRALARGE,0.055497
sum_of_squares,makespeare,gcc,EXTRALARGE,0.056376
sum_of_squares,makespeare,jax,EXTRALARGE,0.0750449859770015
sum_of_squares,makespeare,jax_gpu,EXTRALARGE,0.0382492570206523
sum_of_squares,makespeare,jax_gpu_onlykernel,EXTRALARGE,2.34050676226616e-05
sum_of_squares,makespeare,numba,EXTRALARGE,0.055042524356395
sum_of_squares,makespeare,numpy,EXTRALARGE,0.0117878455203027
sum_of_squares,makespeare,polly,EXTRALARGE,0.0564085
sum_of_squares,makespeare,polly-parallel,EXTRALARGE,0.055353
sum_of_squares,makespeare,polly-parallel-vectorizer,EXTRALARGE,0.0564975
sum_of_squares,makespeare,polly-vectorizer,EXTRALARGE,0.0553925
sum_of_squares,makespeare,torch,EXTRALARGE,0.0120427395449951
sum_of_squares,makespeare,torch_compiled,EXTRALARGE,0.0138310635229573
sum_of_squares,makespeare,torch_gpu,EXTRALARGE,1.78900081664324e-05
sum_of_squares,makespeare,torch_gpu_onlykernel,EXTRALARGE,1.62250362336636e-05
symm,polybench/linear-algebra/blas,clang,EXTRALARGE,9.0812245
symm,polybench/linear-algebra/blas,gcc,EXTRALARGE,9.2809565
symm,polybench/linear-algebra/blas,jax,EXTRALARGE,0.0550669874064624
symm,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.00425042456481606
symm,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,8.85494519025087e-05
symm,polybench/linear-algebra/blas,numba,EXTRALARGE,8.03629190300126
symm,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.0695914239622653
symm,polybench/linear-algebra/blas,polly,EXTRALARGE,8.9256425
symm,polybench/linear-algebra/blas,polly-parallel,EXTRALARGE,9.0536875
symm,polybench/linear-algebra/blas,polly-parallel-vectorizer,EXTRALARGE,9.086545
symm,polybench/linear-algebra/blas,polly-vectorizer,EXTRALARGE,8.9678475
symm,polybench/linear-algebra/blas,torch,EXTRALARGE,0.0893308208324015
symm,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.0642361548962072
symm,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,6.0859601944685e-05
syr2k,polybench/linear-algebra/blas,clang,EXTRALARGE,14.9876155
syr2k,polybench/linear-algebra/blas,gcc,EXTRALARGE,10.4736965
syr2k,polybench/linear-algebra/blas,jax,EXTRALARGE,0.0824434674577788
syr2k,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.00442482496146113
syr2k,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,9.88044776022434e-05
syr2k,polybench/linear-algebra/blas,numba,EXTRALARGE,8.00298372458201
syr2k,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.10287719394546
syr2k,polybench/linear-algebra/blas,polly,EXTRALARGE,3.408574
syr2k,polybench/linear-algebra/blas,polly-parallel,EXTRALARGE,0.308334
syr2k,polybench/linear-algebra/blas,polly-parallel-vectorizer,EXTRALARGE,0.3040065
syr2k,polybench/linear-algebra/blas,polly-vectorizer,EXTRALARGE,2.0898765
syr2k,polybench/linear-algebra/blas,torch,EXTRALARGE,0.142021339037456
syr2k,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.0819246469764039
syr2k,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,8.08744225651026e-05
syrk,polybench/linear-algebra/blas,clang,EXTRALARGE,3.51562
syrk,polybench/linear-algebra/blas,gcc,EXTRALARGE,2.693688
syrk,polybench/linear-algebra/blas,jax,EXTRALARGE,0.0516893505118787
syrk,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.00331193197052926
syrk,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,9.17643774300814e-05
syrk,polybench/linear-algebra/blas,numba,EXTRALARGE,3.21620561601594
syrk,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.0662584719248116
syrk,polybench/linear-algebra/blas,polly,EXTRALARGE,2.161656
syrk,polybench/linear-algebra/blas,polly-parallel,EXTRALARGE,0.189232
syrk,polybench/linear-algebra/blas,polly-parallel-vectorizer,EXTRALARGE,0.2279395
syrk,polybench/linear-algebra/blas,polly-vectorizer,EXTRALARGE,0.9612805
syrk,polybench/linear-algebra/blas,torch,EXTRALARGE,0.0744516075355932
